Date	Time	Document ID	URL	Input Name	Keywords	Information Type	Source Type	Source Name	Source Domain	Content Type	Author Name	Author Handle	Title	Opening Text	Hit Sentence	Image	Hashtags	Links	Country	Region	State	City	Language	Sentiment	Keyphrases	Reach	Global Reach	National Reach	Local Reach	AVE	Social Echo	Editorial Echo	Engagement	Shares	Quotes	Likes	Replies	Reposts	Comments	Reactions	Views	Estimated Views	Document Tags	Custom Categories	Custom Fields
2025-03-21	13:00	"""1742551218000_1KiC8YvFbbIBtiv7zvjNX-N0smUA"""	https://twitter.com/AWQAF_KSA/statuses/1903023856303915380	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		الأصول الوقفية منشآت مستدامة تسهم في بناء المجتمعات، وتعزيز التكافل الاجتماعي عبر الأجيال. #معلومة_وقفية #الهيئة_العامة_للأوقاف https://t.co ...		https://pbs.twimg.com/media/GmjmGKwaEAE3bD5.jpg	#الهيئة_العامة_للأوقاف;#معلومة_وقفية	"""https://x.com/AWQAF_KSA/status/1903023856303915380/photo/1"""	Saudi Arabia				Arabic	neutral	الوقفية منشآت	174942				1,618.21			21	9		10		9		12	3094				
2025-03-20	21:00	"""1742493628000_rytjy0vQq35RqqiGrfrORJd4-hkA"""	https://twitter.com/AWQAF_KSA/statuses/1902782305715753145	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		بتسجيل وقفك، يمكنك إضافة حساب بنكي للوقف لتسهيل إدارة شؤونه المالية بكل يسر. بادر بالتسجيل الآن واستفد من الخدمات الداعمة عبر منصة أوقاف ل ...		https://pbs.twimg.com/media/GmgKaCgagAA04hV.jpg	#الهيئة_العامة_للأوقاف;#لكل_وقف_وواقف	"""https://www.awqaf.gov.sa/ar/services"";""https://x.com/AWQAF_KSA/status/1902782305715753145/photo/1"""	Saudi Arabia				Arabic	positive	المالية بكل;بنكي للوقف	174937				1,618.17			12	3		7	1	3		8	1986				
2025-03-19	22:27	"""1742412476000_SV7Q0y6cpWp7gkDmHkHBa9aT2RIA"""	https://twitter.com/AWQAF_KSA/statuses/1902441930883223633	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		إثراء لتجربة ضيوف الرحمن، تدعم #الهيئة_العامة_للأوقاف مصليات امتداد الصفوف بمحيط الحرم المكي، تعظيمًا لشروط الواقفين. https://t.co/G62PofgWt ...		https://pbs.twimg.com/media/GmbU1vNbwAAAhDq.jpg	#الهيئة_العامة_للأوقاف	"""https://x.com/AWQAF_KSA/status/1902441930883223633/photo/1"""	Saudi Arabia				Arabic	neutral	ضيوف الرحمن	174936				1,618.16			12	2		9	1	2		9	2816				
2025-03-17	22:00	"""1742238027000_xnJo2kf3HtM2zpE1CJ7qaGf_EJUA"""	https://twitter.com/AWQAF_KSA/statuses/1901710237083861020	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		هاكاثون_أوقافنتك 2025 فرصتك للمساهمة في ابتكار حلول رقمية تساهم في تنويع الموارد الوقفية واستدامتها. سجّل الآن! https://t.co/Jo5M6C6zEM #اله ...		https://pbs.twimg.com/media/GmQ7XabWwAA9v0u.jpg	#الهيئة_العامة_للأوقاف;#هاكاثون_أوقافنتك	"""https://digital.awqaf.gov.sa/survey/questions/hNRGYOwY?_gl=1*f4j377*_ga*MjE0NDQ0OTc4NS4xNzQwOTk1NzEw*_ga_CS4JCPY2T5*MTc0MjEyNjcyOS41NC4wLjE3NDIxMjY3MzAuMC4wLjIyMDk0OTczMA"";""https://x.com/AWQAF_KSA/status/1901710237083861020/photo/1"""	Saudi Arabia				Arabic	neutral	الوقفية واستدامتها	174930				1,618.10			24	6	1	12	2	5		16	3920				
2025-03-16	23:24	"""1742156673000_CTFsLpqIVAIzC4sfYu2sMpuA-PkA"""	https://twitter.com/AWQAF_KSA/statuses/1901369014003073475	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Quote	الهيئة العامة للأوقاف	@awqaf_ksa		QT @architsaudi: مع إطلاق #العمارة_السعودية نفخر بإرثنا الثقافي والاحتفاء بالإرث المعماري للمملكة، ونجدد الالتزام بدعم الجهود الوطنية التي ت ...		https://pbs.twimg.com/media/GmLq_i0XsAA9ohm.jpg	#العمارة_السعودية;#نستلهم_ونلهم;#ولي_العهد	"""https://twitter.com/architsaudi/status/1901359075864010759"";""https://x.com/architsaudi/status/1901359075864010759/photo/1"""	Saudi Arabia				Arabic	positive	والثقافية للمملكة	174884				1,617.68			16	4		9	3	4		9	3715				
2025-03-16	23:00	"""1742155212000_460jcnLga5vhFMbprsPQ1PjncN4A"""	https://twitter.com/AWQAF_KSA/statuses/1901362887035396540	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		تتيح لك خدمة تسجيل الوقف عبر منصة أوقاف للخدمات الرقمية، إمكانية إضافة أصول للوقف لتعظيم أثره وتعزيز استدامته https://t.co/EiMHeQVC0D #لك ...		https://pbs.twimg.com/media/GmL_c_YaIAI7UZl.jpg	#الهيئة_العامة_للأوقاف;#لكل_وقف_وواقف	"""https://www.awqaf.gov.sa/ar/services"";""https://x.com/AWQAF_KSA/status/1901362887035396540/photo/1"""	Saudi Arabia				Arabic	neutral		174878				1,617.62			19	7	1	10		6		12	3060				
2025-03-13	23:00	"""1741896000000_pKDV-Ld2Y-z6I5UxqDFiY2MZDk4A"""	https://twitter.com/AWQAF_KSA/statuses/1900275673819717807	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		عزز أثر وقفك وساهم في دعم استدامته، سجّل وقفك الآن عبر منصة أوقاف للخدمات الرقمية، لتصدر شهادة رسمية وخدمات رقمية متكاملة https://t.co/Ei ...			#الهيئة_العامة_للأوقاف;#لكل_وقف_وواقف	"""https://www.awqaf.gov.sa/ar/services"""	Saudi Arabia				Arabic	positive	رسمية وخدمات	174868				1,617.53			46	10		29	4	10		32	887184				
2025-03-16	21:00	"""1742148015000_dH92IP9hp-FmpTIa0Ic2CwPg86gA"""	https://twitter.com/AWQAF_KSA/statuses/1901332698511073488	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		تهدف #الهيئة_العامة_للأوقاف لرفع مستوى الوعي بدور القطاع الوقفي، وذلك عبر إبراز دوره المحوري في تحقيق التنمية الاقتصادية والاجتماعية؛ بما يؤ ...		https://pbs.twimg.com/media/GmLj_yLXEAA9j9l.jpg	#الهيئة_العامة_للأوقاف	"""https://x.com/AWQAF_KSA/status/1901332698511073488/photo/1"""	Saudi Arabia				Arabic	positive		174866				1,617.51			13	4		8		4		9	1738				
2025-03-13	22:00	"""1741892458000_lujRAoDcfE5NCHIw8MwWDMUQHFYA"""	https://twitter.com/AWQAF_KSA/statuses/1900260817897218222	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		انطلاقًا من سعيها الدائم في رفع الجانب المعرفي والمهاري للعاملين في المجال الوقفي؛ أطلقت #الهيئة_العامة_للأوقاف النسخة الثالثة من برنامج زما ...			#الهيئة_العامة_للأوقاف	"""https://qadha.org.sa/files/3/%D8%A3%D9%83%D8%A7%D8%AF%D9%8A%D9%85%D8%A9%20%D9%82%D8%B6%D8%A7%D8%A1/%D8%A8%D8%B1%D8%A7%D9%85%D8%AC%201446/%D8%B2%D9%85%D8%A7%D9%84%D8%A9%20%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%20%D8%A7%D9%84%D9%88%D9%82%D9%81%D9%8A%203/%D8%A7%D9%84%D8%AF%D9%84%D9%8A%D9%84%20%D8%A7%D9%84%D8%AA%D8%B9%D8%B1%D9%8A%D9%81%D9%8A%20%D9%84%D9%84%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC%20%D8%A7%D9%84%D8%AA%D8%A3%D9%87%D9%8A%D9%84%D9%8A%20-%20%D8%B2%D9%85%D8%A7%D9%84%D8%A9%20%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%20%D8%A7%D9%84%D9%88%D9%82%D9%81%D9%8A%20-%20%D8%AC%D9%85%D8%B9%D9%8A%D8%A9%20%D9%82%D8%B6%D8%A7%D8%A1.pdf"""	Saudi Arabia				Arabic	neutral	والمهاري للعاملين	174864				1,617.49			81	15	2	46	4	13		62	36766				
2025-03-14	23:38	"""1741984708000_W0fHYDMjLbKu7nP8m2MsP848SfIA"""	https://twitter.com/AWQAF_KSA/statuses/1900647742449361271	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Repost	الهيئة العامة للأوقاف	@awqaf_ksa		RT @TheDigitalSaudi: المنصات الرقمية للهيئة العامة للأوقاف @AWQAF_KSA، تعزز كفاءة القطاع الوقفي واستدامته، من خلال حلول رقمية متكاملة تسهّل ...		https://pbs.twimg.com/media/GmBtGOBWoAAdX1T.jpg		"""https://x.com/TheDigitalSaudi/status/1900640600623292420/photo/1"""	Saudi Arabia				Arabic	positive	الرقمية للهيئة;العامة للأوقاف;الوقفي واستدامته;متكاملة تسهّل	174856				1,617.42															
2025-03-14	03:13	"""1741911224000_XcaZ3WvThYZWveR6kuxSkWfefl0A"""	https://twitter.com/AWQAF_KSA/statuses/1900339526674878798	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Repost	الهيئة العامة للأوقاف	@awqaf_ksa		RT @EhsanSA: بجود عطائكم، وكريم إحسانكم، وصل إجمالي التبرعات لـ #منصة_إحسان خلال الأسبوع الأوّل من #الحملة_الوطنية_للعمل_الخيري، إلى أكثر من ...			#الحملة_الوطنية_للعمل_الخيري;#منصة_إحسان		Saudi Arabia				Arabic	positive		174856				1,617.42															
2025-03-14	22:00	"""1741978817000_8nyh72A3-VE2K6bPuq2oLTbbWI8A"""	https://twitter.com/AWQAF_KSA/statuses/1900623030767755511	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		حمايةً للوقف وتعزيزًا لعطائه؛ خدمة تسجيل الوقف توفر لك شهادة رسمية وخدمات مرنة لضمان استدامة الأثر https://t.co/EiMHeQV4b5 #لكل_وقف_وواقف ...		https://pbs.twimg.com/media/GmBegiDW0AAusnR.jpg	#الهيئة_العامة_للأوقاف;#لكل_وقف_وواقف	"""https://www.awqaf.gov.sa/ar/services"";""https://x.com/AWQAF_KSA/status/1900623030767755511/photo/1"""	Saudi Arabia				Arabic	neutral	رسمية وخدمات;مرنة لضمان	174855				1,617.41			63	12	5	38	2	7		49	982652				
2025-03-13	00:06	"""1741813589000_1SpEtZA2blORL9_I6ddNzJTr7HsA"""	https://twitter.com/AWQAF_KSA/statuses/1899930015392739366	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		استقبل محافظ #الهيئة_العامة_للأوقاف أ.عماد الخراشي، سفير جمهورية إندونيسيا لدى المملكة د.عبد العزيز أحمد، لبحث سبل التعاون في مجال الأوقاف. ...		https://pbs.twimg.com/media/Gl3oPqDWMAA9aci.jpg	#الهيئة_العامة_للأوقاف	"""https://x.com/AWQAF_KSA/status/1899930015392739366/photo/1"""	Saudi Arabia				Arabic	neutral	إندونيسيا;الخراشي;العزيز;د.عبد	174841				1,617.28			15	4		9	2	4		9	2717				
2025-03-14	13:00	"""1741946420000_zZ0mZUa7gvfcUxmF36b-tdZdyXIA"""	https://twitter.com/AWQAF_KSA/statuses/1900487148886770121	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		النظارة مصطلح وقفي يشير إلى المسؤولية القانونية والإدارية عن إدارة الأوقاف، حيث يتولى الناظر اتخاذ القرارات التي تضمن الحفاظ على مصلحة عين ا ...		https://pbs.twimg.com/media/Gl_i-WNXsAAah3b.jpg	#الهيئة_العامة_للأوقاف;#معلومة_وقفية	"""https://x.com/AWQAF_KSA/status/1900487148886770121/photo/1"""	Saudi Arabia				Arabic	neutral		174839				1,617.26			21	4		14		4		17	2855				
2025-03-12	21:00	"""1741802405000_1eQjVe0ax_2PLKNUFv3ho4F17TkA"""	https://twitter.com/AWQAF_KSA/statuses/1899883106997592330	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		استدامة الأوقاف تبدأ بتسجيلها احفظ حقوق وقفك واضمن استدامة أثره، بتسجيله عبر منصة أوقاف للخدمات الرقمية https://t.co/EiMHeQVC0D #لكل_وق ...			#الهيئة_العامة_للأوقاف;#لكل_وقف_وواقف	"""https://www.awqaf.gov.sa/ar/services"""	Saudi Arabia				Arabic	neutral		174838				1,617.25			61	8	1	38	1	7		52	1154580				
2025-03-13	15:02	"""1741867373000_ewT4-tJQc0vl6D5Z9zTq0nAF2YkA"""	https://twitter.com/AWQAF_KSA/statuses/1900155603646882099	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Repost	الهيئة العامة للأوقاف	@awqaf_ksa		RT @Kafalah: بخطوات وإجراءات مرنة، تعرَّف على طريقة الاستفادة من منتج القطاعات الوقفية والقطاعات غير الربحية المقدم من برنامج #كفالة بالتعاو ...		https://pbs.twimg.com/media/Gl6p-vcW8AA5pMC.jpg	#100مليار_ومكملين;#كفالة	"""https://www.kafalah.gov.sa/ar/Partners/Pages/default.aspx"";""https://x.com/Kafalah/status/1900142995057393677/photo/1"""	Saudi Arabia				Arabic	neutral	الوقفية والقطاعات	174837				1,617.24															
2025-03-13	12:00	"""1741856424000_SUqoHyFy6Dqso40LIxEOFkQ-b1wA"""	https://twitter.com/AWQAF_KSA/statuses/1900109680157790532	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Repost	الهيئة العامة للأوقاف	@awqaf_ksa		RT @Kafalah: بالتعاون مع الهيئة العامة للأوقاف @AWQAF_KSA، يقدم برنامج #كفالة منتج القطاعات الوقفية والقطاعات غير الربحية؛ لدعم #المنشآت_الص ...		https://pbs.twimg.com/media/Gl1gQH7X0AEzzfY.jpg	#100مليار_ومكملين;#المنشآت_الصغيرة_والمتوسطة;#كفالة	"""https://www.kafalah.gov.sa/ar/Pages/default.aspx"";""https://x.com/Kafalah/status/1899780460273611168/photo/1"""	Saudi Arabia				Arabic	neutral	العامة للأوقاف;الوقفية والقطاعات;للمزيد	174821				1,617.09															
2025-03-11	23:00	"""1741723217000_6-vLGIXsclu6fORRMqeeHDXFZzIA"""	https://twitter.com/AWQAF_KSA/statuses/1899550968653525323	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		تطلق #الهيئة_العامة_للأوقاف #هاكاثون_أوقافنتك 2025 والذي يهدف إلى تحفيز وإشراك المبدعين ورواد التقنيات المالية في تطوير حلول مبتكرة ومبادرات ...		https://pbs.twimg.com/media/GlyPhcvWQAAMgGW.jpg	#الهيئة_العامة_للأوقاف;#هاكاثون_أوقافنتك	"""https://x.com/AWQAF_KSA/status/1899550968653525323/photo/1"""	Saudi Arabia				Arabic	positive		174817				1,617.06			31	8		16	2	8		21	3565				
2025-03-11	21:15	"""1741716914000_jmq2HCrfxtuIu5vpsJ54vEt304YA"""	https://twitter.com/AWQAF_KSA/statuses/1899524532794179892	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		... تمكينًا للواقفين وتعزيزًا للتجربة الرقمية؛ خدمة تسجيل الوقف توثّق وقفك بسهولة لتعزيز أثره، عبر مجموعة من الخدمات الداعمة لإدارة معلومات ...		https://pbs.twimg.com/media/Glx3erQWYAAng0-.jpg	#الهيئة_العامة_للأوقاف;#لكل_وقف_وواقف	"""https://www.awqaf.gov.sa/ar/services"";""https://x.com/AWQAF_KSA/status/1899524532794179892/photo/1"""	Saudi Arabia				Arabic	positive	الداعمة لإدارة;رمضان;وقفك ساهم	174801				1,616.91			59	11		35	2	11		46	892793				
2025-03-11	12:34	"""1741685647000_Z4n-XS2vrzDSDMXiVb9gG_sAgZoA"""	https://twitter.com/AWQAF_KSA/statuses/1899393387133853977	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		في #يوم_العلم، يتجدد فخرنا براية توحدنا تحت شعار لا إله إلا الله، محمد رسول الله، وتزداد عزيمتنا على أن نبقيها مرفوعة شامخة، بعز وهيبة. #اله ...		https://pbs.twimg.com/media/Glv95tqXIAAQvt4.jpg	#الهيئة_العامة_للأوقاف;#يوم_العلم	"""https://x.com/AWQAF_KSA/status/1899393387133853977/photo/1"""	Saudi Arabia				Arabic	positive		174779				1,616.71			43	18	1	24		17		25	4079				
2025-03-10	15:00	"""1741608025000_EqYAtFOUSN3Hk0VwNDLJ1jQtol4A"""	https://twitter.com/AWQAF_KSA/statuses/1899067816382206131	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		خدمة تسجيل الوقف؛ #لكل_وقف_وواقف، بخطوة صغيرة تضمن استدامة الوقف وتحفظ حقوقه. تعرّف أكثر على الخدمة واستفد من مميزاتها عبر منصة أوقاف للخدم ...		https://pbs.twimg.com/media/GlrYGR7XUAA8cbI.jpg	#الهيئة_العامة_للأوقاف;#لكل_وقف_وواقف	"""https://www.awqaf.gov.sa/ar/services"";""https://x.com/AWQAF_KSA/status/1899067816382206131/photo/1"""	Saudi Arabia				Arabic	neutral		174766				1,616.59			98	21	6	52		15		77	1128976				
2025-03-10	21:43	"""1741632230000_mKXb8du7t8pOSYueqMGqu0YCaDMA"""	https://twitter.com/AWQAF_KSA/statuses/1899169341620228107	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		الهيئة_العامة_للأوقاف توقع مذكرة تفاهم مع المركز الوطني لتنمية القطاع غير الربحي، لتعزيز الأهداف الاستراتيجية، وتبادل الخبرات بينهما في مجال ...		https://pbs.twimg.com/media/Gls0cnTWwAAUSGD.jpg	#الهيئة_العامة_للأوقاف	"""https://x.com/AWQAF_KSA/status/1899169341620228107/photo/1"""	Saudi Arabia				Arabic	neutral	الوطني لتنمية	174762				1,616.55			15	6		6	2	6		7	2363				
2025-03-09	16:00	"""1741525222000_4nSAYS59-y0lqr5KdL5WwMjESCUA"""	https://twitter.com/AWQAF_KSA/statuses/1898720518523457555	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		تسعى #الهيئة_العامة_للأوقاف للعمل على تنمية القطاع الوقفي وتطويره وحوكمته؛ بما يسهم في خلق بيئة تنظيمية فعّالة، تحقق التنمية الاقتصادية والا ...		https://pbs.twimg.com/media/GlmcO69WIAA8x1q.jpg	#الهيئة_العامة_للأوقاف	"""https://x.com/AWQAF_KSA/status/1898720518523457555/photo/1"""	Saudi Arabia				Arabic	positive	الوقفي وتطويره;تنظيمية فعّالة	174683				1,615.82			20	7		11		7		13	2168				
2025-03-07	23:15	"""1741378514000_30LysJH1BNuV-iT4-qr5VMjDWNMA"""	https://twitter.com/AWQAF_KSA/statuses/1898105179334910287	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Repost	الهيئة العامة للأوقاف	@awqaf_ksa		RT @EmadAlkharashi: التبرع السخي من لدن خادم الحرمين الشريفين، وولي عهده الأمين -حفظهما الله- لـ #الحملة_الوطنية_للعمل_الخيري بنسختها الخامس ...			#الحملة_الوطنية_للعمل_الخيري	"""https://twitter.com/spagov/status/1898098677568471455"""	Saudi Arabia				Arabic	positive	الحرمين;الخيري وتمكينه;الرشيدة للعمل	174646				1,615.48															
2025-03-07	22:54	"""1741377287000_gcXj29joxS6NcVzl36K3mUWtdGAA"""	https://twitter.com/AWQAF_KSA/statuses/1898100032533926292	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Repost	الهيئة العامة للأوقاف	@awqaf_ksa		RT @spagov: #خادم_الحرمين_الشريفين وسمو #ولي_العهد يُقدمان تبرعين سخيين لـ #الحملة_الوطنية_للعمل_الخيري عبر المنصة الوطنية #إحسان في نسختها ...		https://pbs.twimg.com/media/GldmjFqWUAEx5vb.jpg	#إحسان;#الحملة_الوطنية_للعمل_الخيري;#خادم_الحرمين_الشريفين;#واس;#ولي_العهد	"""https://www.spa.gov.sa/N2277144"";""https://x.com/spagov/status/1898098677568471455/photo/1"""	Saudi Arabia				Arabic	neutral	الخامسة بمبلغ	174644				1,615.46															
2025-03-07	13:00	"""1741341619000_Hx7Xshb_AknNiYTan_A9bLqzWyUA"""	https://twitter.com/AWQAF_KSA/statuses/1897950430761529668	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		تتنوع المنتجات الوقفية التي تقدمها #الهيئة_العامة_للأوقاف حيث تهدف هذه المنتجات إلى تعزيز الاستدامة المالية للأوقاف، وتنويع مصادر دخلها، وتع ...		https://pbs.twimg.com/media/Glbf16NWEAEdsYK.jpg	#الهيئة_العامة_للأوقاف;#معلومة_وقفية	"""https://x.com/AWQAF_KSA/status/1897950430761529668/photo/1"""	Saudi Arabia				Arabic	positive	المالية للأوقاف	174617				1,615.21			28	7		16		7		21	2147				
2025-03-07	15:43	"""1741351438000_wMFgBufftGAlFsvu-z2NwUoQLDQA"""	https://twitter.com/AWQAF_KSA/statuses/1897991613361561867	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Repost	الهيئة العامة للأوقاف	@awqaf_ksa		RT @spagov: صدور موافقة #خادم_الحرمين_الشريفين على إقامة #الحملة_الوطنية_للعمل_الخيري في نسختها الخامسة عبر منصة #إحسان، بدءًا من اليوم وحتى ...		https://pbs.twimg.com/media/Glb0VJVXYAE5AtH.jpg	#إحسان;#الحملة_الوطنية_للعمل_الخيري;#خادم_الحرمين_الشريفين;#رمضان;#واس	"""https://www.spa.gov.sa/N2276914"";""https://x.com/spagov/status/1897973220273242622/photo/1"""	Saudi Arabia				Arabic	neutral		174611				1,615.15															
2025-03-06	14:00	"""1741258814000_jCmMEOm6ngdLX4hdiFrO4JsC-wgA"""	https://twitter.com/AWQAF_KSA/statuses/1897603122953875725	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		تدعوكم #الهيئة_العامة_للأوقاف للمشاركة في استبيان قياس التحديات والفرص لتوفير العدالة الوقائية في قضايا الأوقاف. 🔗 | https://t.co/5AJwBzMvDm ...		https://pbs.twimg.com/media/GlWj97WXIAA2AcN.jpg	#الهيئة_العامة_للأوقاف	"""https://digital.awqaf.gov.sa/survey/questions/yqiYw4PN"";""https://x.com/AWQAF_KSA/status/1897603122953875725/photo/1"""	Saudi Arabia				Arabic	neutral		174569				1,614.76			10	2		5	2	2		6	1754				
2025-03-06	20:30	"""1741282217000_n7qpvZGsYWLYq0gvkhP1qEOITj4A"""	https://twitter.com/AWQAF_KSA/statuses/1897701279586996286	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Repost	الهيئة العامة للأوقاف	@awqaf_ksa		RT @TheQuranMuseum: يعتز #متحف_القرآن_الكريم في #حي_حراء_الثقافي في #مكة_المكرمة بالشراكة الاستراتيجية مع #الهيئة_العامة_للأوقاف التي عبر عن ...		https://video.twimg.com/amplify_video/1897660484569931777/vid/avc1/1920x1080/2NjQWeK3Xoj7XRNW.mp4?tag=16	#hira_cultural_district;#hiracave;#jabalnoor;#makkah;#ramadanmubarak;#thequranmuseum;#الهيئة_العامة_للأوقاف;#جبل_النور;#حي_حراء_الثقافي;#رمضان_كريم	"""https://x.com/TheQuranMuseum/status/1897662486569967660/video/1"""	Saudi Arabia				Sindhi	positive		174566				1,614.74															
2025-03-06	16:00	"""1741266005000_4r1qjUK_rkgoQaguOqTfj4cg62YA"""	https://twitter.com/AWQAF_KSA/statuses/1897633281857778138	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		"ضمن مشروع تحديد أدوار الجهات المرتبطة بالقطاع الوقفي؛ أقامت #الهيئة_العامة_للأوقاف ورشة عمل بعنوان ""رحلة الوقف والواقف"" في مدينة الرياض، وذل ..."		https://pbs.twimg.com/media/GlW8GSoWAAE978H.jpg	#الهيئة_العامة_للأوقاف	"""https://x.com/AWQAF_KSA/status/1897633281857778138/photo/1"""	Saudi Arabia				Arabic	neutral	الرياض;المرتبطة بالقطاع;موائمة رحلة	174559				1,614.67			6	2		4		2		4	1832				
2025-03-05	16:30	"""1741181413000_WTFfTliZfkAATN5TEjpNf1iEFBgA"""	https://twitter.com/AWQAF_KSA/statuses/1897278476593365078	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		تسهم #الهيئة_العامة_للأوقاف في دعم مشاريع تفطير الصائمين، خلال شهر رمضان المبارك، عبر محفظة الفئات الأشد حاجة. https://t.co/yS88yLJLZK		https://pbs.twimg.com/media/GlR8tBQWsAA-rdp.jpg	#الهيئة_العامة_للأوقاف	"""https://x.com/AWQAF_KSA/status/1897278476593365078/photo/1"""	Saudi Arabia				Arabic	positive	رمضان المبارك	174536				1,614.46			19	5		12	2	5		12	2910				
2025-03-05	04:26	"""1741137981000_MwCf3UTM8Cc9WSNOw9rsWB5cLuUA"""	https://twitter.com/AWQAF_KSA/statuses/1897096309431263537	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		"يعد #متحف_القرآن_الكريم بمكة المكرمة، أحد المشاريع التي دعمتها #الهيئة_العامة_للأوقاف وهي ""الشريك الاستراتيجي"" للمتحف، انطلاقا من دورها في خ ..."		https://pbs.twimg.com/media/GlPUc21WQAAH64e.jpg	#الهيئة_العامة_للأوقاف;#متحف_القرآن_الكريم	"""https://x.com/AWQAF_KSA/status/1897096309431263537/photo/1"""	Saudi Arabia				Arabic	positive	القرآن;بمكة	174523				1,614.34			35	16		17	1	16		18	4924				
2025-03-05	04:14	"""1741137256000_VsviFjqc-vYyOziQ1JEfD4Hi5nUA"""	https://twitter.com/AWQAF_KSA/statuses/1897093271362658690	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		... برعاية سمو نائب أمير منطقة مكة المكرمة الأمير سعود بن مشعل بن عبدالعزيز، وبحضور محافظ #الهيئة_العامة_للأوقاف أ.عماد الخراشي، تكريم الهيئ ...		https://pbs.twimg.com/media/GlPSW9bWEAA572T.jpg	#الهيئة_العامة_للأوقاف	"""https://x.com/AWQAF_KSA/status/1897092115810935285/photo/1"";""https://x.com/AWQAF_KSA/status/1897093271362658690/photo/1"""	Saudi Arabia				Arabic	neutral	الخراشي;القرآن;المكرمة الأمير;بحي حراء;مكة	174521				1,614.32			25	10	1	13	2	9		13	7281				
